Id,X,Y,Signal
4429,745,-80,74
4430,745,-74,74
4431,745,-59,70
4432,745,-58,70
4433,745,-57,70
4434,745,-45,116
4435,745,-44,116
4436,745,-34,243
4437,745,-23,100
4438,745,4,83
4439,745,25,206
4440,746,-134,116
4441,746,-133,116
4442,746,-132,116
4443,746,-88,74
4444,746,-79,74
4445,746,-75,74
4446,746,-24,100
4447,746,4,83
4448,746,21,70
4449,746,26,206
4450,746,29,206
4451,746,52,70
4452,746,53,70
4453,746,54,70
4454,746,55,70
4455,746,58,70
4456,746,100,116
4457,747,-133,116
4458,747,-92,116
4459,747,-89,116
4460,747,-77,116
4461,747,-25,100
4462,747,4,83
4463,747,10,74
4464,747,21,70
4465,748,-135,74
4466,748,-131,74
4467,748,-112,83
4468,748,-111,83
4469,748,-110,83
4470,748,-109,83
4471,748,-78,116
4472,748,-76,116
4473,748,-26,100
4474,748,2,83
4475,748,3,83
4476,748,4,83
4477,748,11,74
4478,748,19,70
4479,748,20,70
4480,748,21,70
4481,748,75,166
4482,749,-136,74
4483,749,-130,74
4484,749,-109,83
4485,749,-77,116
4486,749,-27,100
4487,749,26,116
4488,749,29,116
4489,749,30,116
4490,749,38,74
4491,749,75,166
4492,749,80,166
4493,749,100,116
4494,750,-123,166
4495,750,-109,83
4496,750,-79,74
4497,750,-75,74
4498,750,39,74
4499,750,75,166
4500,750,78,166
4501,750,82,166
4502,751,-121,166
4503,751,-93,83
4504,751,-91,83
4505,751,-80,74
4506,751,-74,74
4507,751,-42,74
4508,751,-36,74
4509,751,41,116
4510,751,57,74
4511,751,61,166
4512,751,75,166
4513,751,104,83
4514,752,-87,74
4515,752,-58,100
4516,752,-41,74
4517,752,-37,74
4518,752,40,116
4519,752,58,74
4520,752,61,166
4521,752,66,166
4522,753,-93,83
4523,753,-86,74
4524,753,-59,100
4525,753,-39,179
4526,753,61,166
4527,753,64,166
4528,753,68,166
4529,753,78,166
4530,753,81,166
4531,753,285,100
4532,754,-125,166
4533,754,-122,166
4534,754,-60,100
4535,754,-40,179
4536,754,-39,179
4537,754,-38,179
4538,754,39,74
4539,754,45,70
4540,754,61,166
4541,755,-98,116
4542,755,-85,116
4543,755,-61,100
4544,755,-39,179
4545,755,38,74
4546,755,45,70
4547,755,46,70
4548,755,47,70
4549,755,81,166
4550,755,82,166
4551,756,-122,166
4552,756,-121,166
4553,756,-120,166
4554,756,-119,166
4555,756,-111,70
4556,756,-84,116
4557,756,-76,74
4558,756,-62,100
4559,756,-41,74
4560,756,-37,74
4561,756,-18,74
4562,756,47,70
4563,756,58,74
4564,756,64,166
4565,756,67,166
4566,757,-138,206
4567,757,-137,206
4568,757,-111,70
4569,757,-100,116
4570,757,-97,116
4571,757,-86,74
4572,757,-42,74
4573,757,-36,74
4574,757,3,70
4575,757,4,70
4576,757,5,70
4577,757,6,70
4578,757,47,70
4579,757,57,74
4580,757,80,116
4581,757,85,166
4582,758,-137,206
4583,758,-98,116
4584,758,-87,74
4585,758,6,70
4586,758,16,166
4587,758,67,166
4588,758,68,166
4589,758,69,166
4590,758,70,166
4591,758,78,74
4592,758,82,74
4593,758,85,166
4594,759,-137,206
4595,759,-99,116
4596,759,-96,116
4597,759,6,70
4598,759,77,74
4599,759,85,166
4600,759,88,166
4601,760,-11,83
4602,760,85,166
4603,760,102,100
4604,760,109,116
4605,761,-127,70
4606,761,-11,83
4607,761,36,116
4608,761,97,70
4609,761,98,70
4610,762,-127,70
4611,762,-119,74
4612,762,-18,74
4613,762,-11,83
4614,762,88,166
4615,762,97,70
4616,762,107,116
4617,763,-128,70
4618,763,-127,70
4619,763,-119,74
4620,763,-105,74
4621,763,-13,83
4622,763,-12,83
4623,763,-11,83
4624,763,95,70
4625,763,96,70
4626,763,97,70
4627,764,-119,74
4628,764,-30,100
4629,764,73,70
4630,765,-122,74
4631,765,-121,74
4632,765,-120,74
4633,765,-118,74
4634,765,-117,74
4635,765,-116,74
4636,765,-31,100
4637,765,40,83
4638,765,73,70
4639,765,78,116
4640,765,81,116
4641,766,-140,70
4642,766,-139,70
4643,766,-138,70
4644,766,-119,74
4645,766,-32,100
4646,766,40,83
4647,766,63,179
4648,766,64,179
4649,766,65,179
4650,766,73,70
4651,766,80,116
4652,767,-138,70
4653,767,-99,111
4654,767,-93,111
4655,767,-33,100
4656,767,64,179
4657,767,82,116
4658,768,-98,74
4659,768,-94,74
4660,768,-46,206
4661,768,-45,206
4662,768,-34,100
4663,768,62,74
4664,769,-116,206
4665,769,-105,74
4666,769,-96,116
4667,769,-67,83
4668,769,-57,74
4669,769,-45,206
4670,769,61,74
4671,769,101,50
4672,770,-116,206
4673,770,-97,116
4674,770,-95,116
4675,770,-67,83
4676,770,-57,74
4677,770,-45,206
4678,770,5,83
4679,770,6,83
4680,770,7,83
4681,770,8,83
4682,770,27,50
4683,770,35,50
4684,770,102,90
4685,770,103,90
4686,771,-96,116
4687,771,-67,83
4688,771,-57,74
4689,771,5,83
4690,771,28,90
4691,771,29,90
4692,771,33,90
4693,771,34,90
4694,771,89,206
4695,771,102,90
4696,772,-130,116
4697,772,-117,206
4698,772,-116,206
4699,772,-114,206
4700,772,-98,74
4701,772,-94,74
4702,772,-69,83
4703,772,-68,83
4704,772,-67,83
4705,772,-60,74
4706,772,-59,74
4707,772,-58,74
4708,772,-56,74
4709,772,-55,74
4710,772,-54,74
4711,772,-47,206
4712,772,-24,50
4713,772,-16,50
4714,772,-5,83
4715,772,-4,83
4716,772,-3,83
4717,772,5,83
4718,772,16,70
4719,772,17,70
4720,772,18,70
4721,772,28,90
4722,772,29,50
4723,772,33,50
4724,772,34,90
4725,772,72,70
4726,772,90,206
4727,773,-99,111
4728,773,-93,111
4729,773,-82,179
4730,773,-57,74
4731,773,-23,90
4732,773,-22,90
4733,773,-18,90
4734,773,-17,90
4735,773,-3,83
4736,773,16,70
4737,773,68,20
4738,773,69,20
4739,773,72,70
4740,773,73,70
4741,773,74,70
4742,773,90,206
4743,774,-129,116
4744,774,-116,206
4745,774,-83,179
4746,774,-82,179
4747,774,-80,70
4748,774,-79,70
4749,774,-78,70
4750,774,-77,70
4751,774,-57,74
4752,774,-3,83
4753,774,15,70
4754,774,16,70
4755,774,31,50
4756,774,63,243
4757,774,74,70
4758,774,285,116
4759,775,-130,116
4760,775,-116,206
4761,775,-82,179
4762,775,-77,70
4763,775,-57,74
4764,775,-3,83
4765,775,51,20
4766,775,52,20
4767,775,55,20
4768,775,56,20
4769,775,57,20
4770,775,74,70
4771,775,88,206
4772,776,-131,116
4773,776,-128,116
4774,776,-77,70
4775,776,-48,206
4776,776,28,90
4777,776,29,50
4778,776,33,50
4779,776,34,90
4780,777,-47,206
4781,777,-44,206
4782,777,28,90
4783,777,29,90
4784,777,33,90
4785,777,34,90
4786,777,86,206
4787,778,-93,206
4788,778,27,50
4789,779,-108,83
4790,779,87,206
4791,780,-120,20
4792,780,-119,20
4793,780,-116,20
4794,780,-115,20
4795,780,-114,20
4796,780,-108,83
4797,780,-95,206
4798,780,-24,50
4799,780,-22,70
4800,780,-21,70
4801,780,-20,70
4802,780,-19,70
4803,780,60,74
4804,780,88,206
4805,780,91,206
4806,781,-108,83
4807,781,-107,83
4808,781,-106,83
4809,781,-105,83
4810,781,-39,243
4811,781,-38,243
4812,781,-19,70
4813,781,61,74
4814,782,-91,70
4815,782,-90,70
4816,782,-89,70
4817,782,-88,70
4818,782,-39,243
4819,782,-38,243
4820,782,-19,70
4821,782,0,116
4822,782,28,116
4823,782,35,206
4824,782,36,206
4825,782,72,116
4826,782,78,74
4827,782,86,70
4828,782,285,70
4829,783,-88,70
4830,783,-68,70
4831,783,-67,70
4832,783,-66,70
4833,783,-39,116
4834,783,-36,116
4835,783,-10,111
4836,783,-2,74
4837,783,6,70
4838,783,7,70
4839,783,26,74
4840,783,36,206
4841,783,62,179
4842,783,72,116
4843,783,79,74
4844,783,285,70
4845,784,-88,70
4846,784,-68,70
4847,784,-58,243
4848,784,-50,243
4849,784,6,70
4850,784,25,74
4851,784,36,206
4852,784,81,116
4853,785,-127,83
4854,785,-126,83
4855,785,-95,206
4856,785,-69,70
4857,785,-68,70
4858,785,-57,243
4859,785,-56,243
4860,785,-52,243
4861,785,-51,243
4862,785,-37,116
4863,785,4,70
4864,785,5,70
4865,785,6,70
4866,785,61,74
4867,785,70,116
4868,785,72,116
4869,785,73,116
4870,785,80,116
4871,785,81,116
4872,785,82,116
4873,786,-72,116
4874,786,-57,243
4875,786,-56,243
4876,786,-52,243
4877,786,-51,243
4878,786,15,100
4879,786,34,206
4880,786,60,74
4881,786,81,116
4882,787,-27,83
4883,787,14,100
4884,787,70,116
4885,788,-110,74
4886,788,-104,74
4887,788,-54,243
4888,788,-37,116
4889,788,-27,83
4890,788,13,100
4891,788,32,206
4892,788,70,116
4893,788,95,166
4894,788,96,166
4895,789,-109,74
4896,789,-105,74
4897,789,-27,83
4898,789,53,20
4899,790,-107,116
4900,790,-95,70
4901,790,-94,70
4902,790,-57,243
4903,790,-56,243
4904,790,-52,243
4905,790,-51,243
4906,790,-29,83
4907,790,-28,83
4908,790,-27,83
4909,790,-16,116
4910,790,-13,70
4911,790,-12,70
4912,790,-11,70
4913,790,-10,70
4914,790,33,206
4915,791,-108,116
4916,791,-107,116
4917,791,-106,116
4918,791,-57,243
4919,791,-56,243
4920,791,-52,243
4921,791,-51,243
4922,791,-10,70
4923,791,34,206
4924,791,37,206
4925,792,-107,116
4926,792,-58,243
4927,792,-50,243
4928,792,-10,70
4929,792,79,20
4930,792,80,20
4931,792,81,20
4932,793,-109,74
4933,793,-105,74
4934,793,-73,74
4935,793,-67,74
4936,793,44,20
4937,793,45,20
4938,793,48,20
4939,793,49,20
4940,793,50,20
4941,794,-110,74
4942,794,-104,74
4943,794,-78,70
4944,794,-77,70
4945,794,-72,74
4946,794,-68,74
4947,794,65,74
4948,795,-89,20
4949,795,-78,70
4950,795,-70,116
4951,795,-41,70
4952,795,65,74
4953,796,-89,20
4954,796,-80,70
4955,796,-79,70
4956,796,-78,70
4957,796,-71,116
4958,796,-69,116
4959,796,-22,70
4960,796,2,74
4961,796,8,74
4962,796,62,74
4963,796,63,74
4964,796,64,74
4965,796,66,74
4966,796,67,74
4967,796,68,74
4968,797,-59,111
4969,797,-53,111
4970,797,-27,74
4971,797,-22,70
4972,797,3,74
4973,797,7,74
4974,797,24,243
4975,798,-72,74
4976,798,-58,74
4977,798,-54,74
4978,798,-32,74
4979,798,-28,74
4980,798,-22,70
4981,798,5,116
4982,798,20,116
4983,798,25,243
4984,798,26,243
4985,798,89,100
4986,799,-106,50
4987,799,-73,74
4988,799,-56,116
4989,799,-30,116
4990,799,4,116
4991,799,5,116
4992,799,6,116
4993,799,26,243
4994,799,88,100
4995,800,-108,243
4996,800,-107,243
4997,800,-57,116
4998,800,-55,116
4999,800,-31,116
5000,800,-30,116
5001,800,-29,116
5002,800,-22,70
5003,800,5,116
5004,800,87,100
5005,801,-112,50
5006,801,-108,50
5007,801,-107,243
5008,801,-56,116
5009,801,-30,116
5010,801,-22,70
5011,801,3,74
5012,801,7,74
5013,801,28,243
5014,802,-66,111
5015,802,-58,74
5016,802,-54,74
5017,802,-28,74
5018,802,2,74
5019,802,8,74
5020,802,31,20
5021,802,32,20
5022,802,33,20
5023,802,36,20
5024,802,37,20
5025,802,72,100
5026,802,85,100
5027,803,-110,50
5028,803,-65,74
5029,803,-59,111
5030,803,-53,111
5031,803,-27,74
5032,803,44,20
5033,803,45,20
5034,803,46,20
5035,803,49,20
5036,803,50,20
5037,803,71,100
5038,804,-95,74
5039,804,-86,83
5040,804,-45,83
5041,804,-44,83
5042,804,-43,83
5043,804,70,100
5044,805,-108,50
5045,805,-107,243
5046,805,-95,74
5047,805,-64,116
5048,805,61,116
5049,805,69,100
5050,806,-95,74
5051,806,68,100
5052,807,-94,74
5053,807,-93,74
5054,807,-92,74
5055,807,-65,74
5056,807,0,166
5057,807,5,166
5058,807,26,74
5059,808,-95,74
5060,808,-66,111
5061,808,-57,74
5062,808,-51,74
5063,808,-36,100
5064,808,0,166
5065,808,3,166
5066,808,7,166
5067,808,27,74
5068,809,-95,74
5069,809,0,166
5070,809,51,50
5071,809,59,50
5072,810,-95,74
5073,810,-43,116
5074,810,28,116
5075,810,52,243
5076,810,53,243
5077,810,57,243
5078,810,58,243
5079,810,63,116
5080,810,64,116
5081,811,3,166
5082,811,6,166
5083,811,52,243
5084,811,53,50
5085,811,57,50
5086,811,58,243
5087,812,-71,206
5088,812,27,74
5089,812,31,74
5090,813,-36,74
5091,813,-30,74
5092,813,26,74
5093,813,32,74
5094,813,55,50
5095,814,-70,206
5096,814,-64,116
5097,814,-35,74
5098,814,-31,74
5099,814,-10,20
5100,815,-69,206
5101,815,-64,116
5102,815,-33,179
5103,815,10,243
5104,815,11,243
5105,815,57,50
5106,815,58,243
5107,816,-46,50
5108,816,-34,179
5109,816,-33,179
5110,816,-32,179
5111,816,0,74
5112,816,21,83
5113,816,57,243
5114,816,285,74
5115,817,-45,90
5116,817,-44,90
5117,817,-33,179
5118,817,0,74
5119,817,13,243
5120,818,-45,90
5121,818,-44,50
5122,818,-35,74
5123,818,-31,74
5124,818,46,206
5125,818,47,206
5126,819,-36,74
5127,819,-30,74
5128,819,10,243
5129,819,11,243
5130,819,15,243
5131,819,16,243
5132,819,47,206
5133,820,-42,50
5134,820,10,243
5135,820,11,243
5136,820,15,243
5137,820,16,243
5138,820,47,206
5139,820,285,74
5140,821,9,243
5141,821,17,243
5142,822,-45,90
5143,822,-44,50
5144,822,45,206
5145,822,59,74
5146,823,-45,90
5147,823,-44,90
5148,823,27,74
5149,823,60,74
5150,824,-62,20
5151,824,-38,50
5152,824,27,74
5153,824,43,206
5154,825,-3,70
5155,825,0,70
5156,825,1,70
5157,825,14,111
5158,825,20,111
5159,825,27,74
5160,825,61,116
5161,826,15,74
5162,826,19,74
5163,826,44,206
5164,827,-32,206
5165,827,-15,74
5166,827,-9,74
5167,827,17,116
5168,827,45,206
5169,827,48,206
5170,828,-41,243
5171,828,-40,243
5172,828,-14,74
5173,828,-10,74
5174,828,16,116
5175,828,18,116
5176,828,32,116
5177,829,-41,243
5178,829,-40,50
5179,829,-36,50
5180,829,-35,243
5181,829,-31,83
5182,829,-30,83
5183,829,-29,83
5184,829,-28,83
5185,829,-12,179
5186,829,17,116
5187,830,-31,83
5188,830,-13,179
5189,830,-12,179
5190,830,-11,179
5191,830,15,74
5192,830,19,74
5193,831,-38,50
5194,831,-31,83
5195,831,-12,179
5196,831,4,83
5197,831,5,83
5198,831,14,111
5199,831,20,111
5200,832,-14,74
5201,832,5,83
5202,833,-35,243
5203,833,-15,74
5204,833,5,83
5205,837,-10,83
5206,837,-9,83
5207,837,-8,83
5208,837,-7,83
5209,838,-18,116
5210,838,-15,116
5211,838,-14,116
5212,838,-10,83
5213,839,-10,83
5214,841,-21,116
5215,852,-289,100
5216,852,-233,50
5217,852,-214,50
5218,852,-179,70
5219,852,-127,83
5220,852,-126,83
5221,852,-125,83
5222,852,-104,83
5223,852,-100,100
5224,852,-86,83
5225,852,-85,83
5226,852,-84,83
5227,852,-83,83
5228,852,-75,100
5229,852,-32,70
5230,852,50,116
5231,852,53,116
5232,852,109,116
5233,852,117,74
5234,852,155,20
5235,852,181,100
